114    77754769561    [7, 11107824223]    [0, 1, 1]
115    77895462001    [7, 11127923143]    [0, 1, 1]
116    77903195041    [7, 11129027863]    [0, 1, 1]
117    78279451201    [7, 11182778743]    [0, 1, 1]
118    85899355801    [7, 12271336543]    [0, 1, 1]
119    85899380161    [7, 12271340023]    [0, 1, 1]
120    85905831529    [7, 12272261647]    [0, 1, 1]
121    86263950241    [7, 12323421463]    [0, 1, 1]
122    86662959481    [7, 12380422783]    [0, 1, 1]
123    86821999201    [7, 12403142743]    [0, 1, 1]
124    86822354521    [7, 12403193503]    [0, 1, 1]
125    86825980801    [7, 12403711543]    [0, 1, 1]
126    87117323041    [7, 12445331863]    [0, 1, 1]
127    90288345889    [7, 12898335127]    [0, 1, 1]
128    90830971609    [7, 12975853087]    [0, 1, 1]
129    98810181001    [7, 14115740143]    [0, 1, 1]
130    98922965281    [7, 14131852183]    [0, 1, 1]
131    99055127521    [7, 14150732503]    [0, 1, 1]
132    99145585441    [7, 14163655063]    [0, 1, 1]
133    99299394481    [7, 14185627783]    [0, 1, 1]
134    103099289041    [7, 14728469863]    [0, 1, 1]
135    103101232801    [7, 14728747543]    [0, 1, 1]
136    103145349601    [7, 14735049943]    [0, 1, 1]
137    103278072961    [7, 14754010423]    [0, 1, 1]
138    103323654721    [7, 14760522103]    [0, 1, 1]
139    103363782361    [7, 14766254623]    [0, 1, 1]
140    103880390761    [7, 14840055823]    [0, 1, 1]
141    115969473361    [7, 16567067623]    [0, 1, 1]
142    115975929601    [7, 16567989943]    [0, 1, 1]
143    116075343601    [7, 16582191943]    [0, 1, 1]
144    116156465761    [7, 16593780823]    [0, 1, 1]
145    117041166361    [7, 16720166623]    [0, 1, 1]
146    117542018881    [7, 16791716983]    [0, 1, 1]
147    124554051601    [7, 17793435943]    [0, 1, 1]
148    124555672801    [7, 17793667543]    [0, 1, 1]
149    124573187641    [7, 17796169663]    [0, 1, 1]
150    124599090721    [7, 17799870103]    [0, 1, 1]
151    124629710401    [7, 17804244343]    [0, 1, 1]
152    124693209361    [7, 17813315623]    [0, 1, 1]
153    124717725601    [7, 17816817943]    [0, 1, 1]
154    124768847161    [7, 17824121023]    [0, 1, 1]
155    124873132321    [7, 17839018903]    [0, 1, 1]
156    124913361601    [7, 17844765943]    [0, 1, 1]
157    124973941561    [7, 17853420223]    [0, 1, 1]
158    125236350001    [7, 17890907143]    [0, 1, 1]
159    125324874241    [7, 17903553463]    [0, 1, 1]
160    125437080601    [7, 17919582943]    [0, 1, 1]
161    125557768441    [7, 17936824063]    [0, 1, 1]
162    125947751041    [7, 17992535863]    [0, 1, 1]
163    128849094241    [7, 18407013463]    [0, 1, 1]
164    128862322561    [7, 18408903223]    [0, 1, 1]
165    128880824401    [7, 18411546343]    [0, 1, 1]
166    129012316489    [7, 18430330927]    [0, 1, 1]
167    129026058721    [7, 18432294103]    [0, 1, 1]
168    129511343521    [7, 18501620503]    [0, 1, 1]
169    130221683641    [7, 18603097663]    [0, 1, 1]
170    137736915841    [7, 19676702263]    [0, 1, 1]
171    138732600601    [7, 19818942943]    [0, 1, 1]
172    142050997081    [7, 20292999583]    [0, 1, 1]
173    142616412001    [7, 20373773143]    [0, 1, 1]
174    142861078801    [7, 20408725543]    [0, 1, 1]
175    142990402681    [7, 20427200383]    [0, 1, 1]
176    150334907401    [7, 21476415343]    [0, 1, 1]
177    150415013161    [7, 21487859023]    [0, 1, 1]
178    150442174561    [7, 21491739223]    [0, 1, 1]
179    150449002081    [7, 21492714583]    [0, 1, 1]
180    150469555369    [7, 21495650767]    [0, 1, 1]
181    150475868641    [7, 21496552663]    [0, 1, 1]
182    150488781121    [7, 21498397303]    [0, 1, 1]
183    150506864641    [7, 21500980663]    [0, 1, 1]
184    150528763441    [7, 21504109063]    [0, 1, 1]
185    150580247041    [7, 21511463863]    [0, 1, 1]
186    150590972161    [7, 21512996023]    [0, 1, 1]
187    150620672881    [7, 21517238983]    [0, 1, 1]
188    150622845121    [7, 21517549303]    [0, 1, 1]
189    150651109441    [7, 21521587063]    [0, 1, 1]
190    150723514081    [7, 21531930583]    [0, 1, 1]
191    150757671169    [7, 21536810167]    [0, 1, 1]
192    150784072201    [7, 21540581743]    [0, 1, 1]
193    150957511201    [7, 21565358743]    [0, 1, 1]
194    150963765841    [7, 21566252263]    [0, 1, 1]
195    151035165841    [7, 21576452263]    [0, 1, 1]
196    151060784161    [7, 21580112023]    [0, 1, 1]
197    151498094881    [7, 21642584983]    [0, 1, 1]
198    151850494201    [7, 21692927743]    [0, 1, 1]
199    154942957729    [7, 22134708247]    [0, 1, 1]
200    163398618481    [7, 23342659783]    [0, 1, 1]
201    163542464281    [7, 23363209183]    [0, 1, 1]
202    164334875761    [7, 23476410823]    [0, 1, 1]
203    164461624201    [7, 23494517743]    [0, 1, 1]
204    167503817761    [7, 23929116823]    [0, 1, 1]
205    168357695401    [7, 24051099343]    [0, 1, 1]
206    180388629169    [7, 25769804167]    [0, 1, 1]
207    180388863361    [7, 25769837623]    [0, 1, 1]
208    180389380801    [7, 25769911543]    [0, 1, 1]
209    180407306401    [7, 25772472343]    [0, 1, 1]
210    180417871921    [7, 25773981703]    [0, 1, 1]
211    180425077441    [7, 25775011063]    [0, 1, 1]
212    180447497881    [7, 25778213983]    [0, 1, 1]
213    180476599681    [7, 25782371383]    [0, 1, 1]
214    180486427681    [7, 25783775383]    [0, 1, 1]
215    180495021721    [7, 25785003103]    [0, 1, 1]
216    180498625321    [7, 25785517903]    [0, 1, 1]
217    180527639761    [7, 25789662823]    [0, 1, 1]
218    180578232121    [7, 25796890303]    [0, 1, 1]
219    180766918801    [7, 25823845543]    [0, 1, 1]
220    180825166081    [7, 25832166583]    [0, 1, 1]
221    180891144721    [7, 25841592103]    [0, 1, 1]
222    180933445441    [7, 25847635063]    [0, 1, 1]
223    180953585281    [7, 25850512183]    [0, 1, 1]
224    181040006161    [7, 25862858023]    [0, 1, 1]
225    181119612961    [7, 25874230423]    [0, 1, 1]
226    181176418801    [7, 25882345543]    [0, 1, 1]
227    181261542721    [7, 25894506103]    [0, 1, 1]
228    181325968201    [7, 25903709743]    [0, 1, 1]
229    181379986921    [7, 25911426703]    [0, 1, 1]
230    181407529681    [7, 25915361383]    [0, 1, 1]
231    181495894321    [7, 25927984903]    [0, 1, 1]
232    181610062921    [7, 25944294703]    [0, 1, 1]
